Educational stage,HistoricalEra,Personality Name,Date,Content,stemmedTashContent,image_link
HSL2,Modern History,الشريف حسين,1854-1931,أمير منطقة الحجاز. قاد محادثات مع مكماهون بشأن استقلال البلاد العربية عن العثمانيين. تعاون مع الإنجليز أثناء الحرب العالمية الأولى سنة 1916 (الثورة العربية).,مير منطق حجاز. قاد محادث مع مكماه شأن استقلال بلاد عرب عن العثمانيين. عا مع إنجليز ثناء حرب عالم أولى سن 1916 (الثور عربية).,https://upload.wikimedia.org/wikipedia/commons/a/a8/%D9%85%D9%84%D9%83_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8_%D8%A7%D9%84%D8%B4%D8%B1%D9%8A%D9%81_%D8%AD%D8%B3%D9%8A%D9%86_%D8%A8%D9%86_%D8%B9%D9%84%D9%8A.jpg
HSL2,Modern History,جيمس بلفور,1848-1930,سياسي بريطاني، وزير خارجية بريطانيا. اشتهر بإعطاء وعد بلفور في 2 نوفمبر 1917، الذي نص على دعم بريطانيا لإنشاء وطن قومي لليهود بفلسطين.,سياس ريطاني، زير خارج بريطانيا. شتهر إعطاء عد لفور في 2 نوفمبر 1917، الذي نص على دعم ريطانيا إنشاء طن قوم يهود فلسطين.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Arthur-James-Balfour-1st-Earl-of-Balfour.jpg/800px-Arthur-James-Balfour-1st-Earl-of-Balfour.jpg
HSL2,Modern History,توماس ولسن,1856-1924,الرئيس الـ28 للولايات المتحدة الأمريكية عام 1913. مثل دولته في مؤتمر السلام بفرساي وصاحب المبادئ الـ14.,رئيس ـ28 ولا متحد أمريك عام 1913. مثل دول في مؤتمر سلام فرسا صاحب مبادئ ـ14.,https://upload.wikimedia.org/wikipedia/commons/7/77/Thomas_Bellerby_Wilson.jpg
HSL2,Modern History,أدولف هتلر,1933-1945,سياسي وزعيم الحركة النازية بألمانيا. حكم البلاد بقبضة من حديد . كانت سياسته سببا في قيام الحرب العالمية الثانية.,سياس زعيم حرك ناز بألمانيا. حكم بلاد قبض من حديد . انت سياس سبب في قيام حرب عالم ثانية.,https://cdn.britannica.com/58/129958-050-C0EF01A4/Adolf-Hitler-1933.jpg
HSL2,Modern History,بينيتو موسيليني,1883-1945,حاكم إيطاليا ورئيس وزرائها. من مؤسسي الحركة الفاشية الإيطالية. امتاز حكمه بالديكتاتورية، وانضم مع دول المحور في الحرب العالمية الثانية.,حا إيطالي رئيس زرائها. من مؤسس حرك فاش الإيطالية. متاز حكم بالديكتاتورية، نضم مع دول محور في حرب عالم ثانية.,https://cdn.britannica.com/91/9891-050-DC25B5E5/Benito-Mussolini.jpg
HSL2,Modern History,ونستون تشرشل,1874-1965,جندي ورجل دولة إنجليزي. رئيس وزراء بريطانيا وأحد أهم الزعماء في التاريخ البريطاني.,جند رجل دول إنجليزي. رئيس زراء ريطانيا حد هم زعماء في تاريخ البريطاني.,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Sir_Winston_Churchill_-_19086236948.jpg/265px-Sir_Winston_Churchill_-_19086236948.jpg
HSL2,Modern History,فرنكلين روزفلت,1882-1945,الرئيس الـ32 للولايات المتحدة الأمريكية من الحزب الديمقراطي. قاد الحلفاء في الحرب العالمية الثانية إلى النصر.,رئيس ـ32 ولا متحد أمريك من حزب الديمقراطي. قاد حلفاء في حرب عالم ثان إلى نصر.,https://www.whitehouse.gov/wp-content/uploads/2021/01/32_franklin_d_roosevelt.jpg
HSL2,Modern History,هاري ترومان,1945-1953,الرئيس الـ33 للولايات المتحدة الأمريكية . أمر بإلقاء قنبلة هيروشيما وناغازاكي. مؤيد للهجرة اليهودية إلى فلسطين. مفجر الحرب الباردة ومقاوم للشيوعية بمشاريع مثل ترومان ومارشال.,رئيس ـ33 ولا متحد أمريك . مر إلقاء قنبل هيروشيم وناغازاكي. مؤيد هجر يهود إلى سطين. مفجر حرب بارد مقاوم شيوع مشاريع مثل روم مارشال.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/TRUMAN_58-766-06_%28cropped%29.jpg/640px-TRUMAN_58-766-06_%28cropped%29.jpg
HSL2,Modern History,جورج مارشال,1947-1949,وزير خارجية الولايات المتحدة . صاحب مشروع مارشال لدعم أوروبا. حاز على جائزة نوبل للسلام عام 1953.,زير خارج ولا متحد . صاحب مشروع مارشال دعم روبا. حاز على جائز وبل سلام عام 1953.,https://cdn.britannica.com/43/185343-050-3D14AA5C/George-C-Marshall.jpg
HSL2,Modern History,جوزيف ستالين,1924-1953,رئيس الاتحاد السوفياتي . جعل منه القوة الثانية عالميا بعد الحرب العالمية الثانية. تميزت فترة حكمه بالفردية والتشدد، وواجه المخططات الأمريكية بمخططات مضادة مثل الكومنفورم.,رئيس اتحاد سوفيات . جعل من قو ثان عالمي بعد حرب عالم ثانية. تميز تر حكم فرد تشدد، واج مخطط أمريك مخطط مضاد مثل الكومنفورم.,https://cdn.britannica.com/50/221250-138-7BA5F519/who-was-Joseph-Stalin.jpg?w=400&h=225&c=crop
HSL2,Modern History,جوزيف بروز تيتو,1892-1980,ثوري وسياسي يوغسلافي. قاد المقاومة ضد الاحتلال النازي أثناء الحرب العالمية الثانية. أيد سياسة عدم الانحياز بين الكتلتين رغم تقربه من الاتحاد السوفياتي خلال الحرب الباردة.,ثور سياس يوغسلافي. قاد مقاوم ضد احتلال ناز ثناء حرب عالم ثانية. يد سياس عدم انحياز بين كتل رغم قرب من اتحاد سوفيات خلال حرب باردة.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Josip_Broz_Tito_uniform_portrait.jpg/1200px-Josip_Broz_Tito_uniform_portrait.jpg
HSS3,Modern History,وودرو ويلسن,1856-1924,رئيس الو م أ بين عامي 1913 و 1921 ، أدخلبلاده الحرب العالمية الأولى في سنة 1917 إلى جانب دول الوفاق ، اشتهر بمبادئه 14 التي تأسست عليها عصبة الأمم .,رئيس لو م أ بين عام 1913 و 1921 ، دخلبلاد حرب عالم أولى في سن 1917 إلى جانب دول وفاق ، شتهر مبادئ 14 التي تأسس على عصب أمم .,https://upload.wikimedia.org/wikipedia/commons/5/53/Thomas_Woodrow_Wilson%2C_Harris_%26_Ewing_bw_photo_portrait%2C_1919.jpg
HSS3,Modern History,ونستون تشرشل,1874-1965,رئيس وزراء بريطانيا 1940-1945و1951-1955.قاد بلاده إلي النصر في الح ع 2 تحصل على جائزة نوبل للآداب.شارك إلى جانب روزفلت في الإعداد للميثاق الأطلسي أوت 1941.,رئيس زراء ريطانيا 1940-1945و1951-1955.قاد لاد إلى نصر في لح ع 2 حصل على جائز وبل للآداب.شارك إلى جانب روزفلت في إعداد ميثاق أطلس وت 1941.,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Sir_Winston_Churchill_-_19086236948.jpg/265px-Sir_Winston_Churchill_-_19086236948.jpg
HSS3,Modern History,هاري ترومان,1972-1884,رجل سياسي أمريكي و رئيس الو م أ خلفا لفرا كلين روزفلت من 1945_ 1953 و صاحب القرار الذي ينص بقنبلة هيروشيما و نكازاكي و هو الذي تدخل فيالحرب الكوبية 1950 و من مساهمي قيام الدولة اليهودية و صاحب مشروع ترومان في 12مارس 1947 .,رجل سياس مريك و رئيس لو م أ خلف فر لين روزفلت من 1945_ 1953 و صاحب قرار الذي نص قنبل هيروشيم و نكازاك و هو الذي دخل يالحرب كوب 1950 و من مساهم قيام دول يهود و صاحب مشروع روم في 12مارس 1947 .,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/TRUMAN_58-766-06_%28cropped%29.jpg/640px-TRUMAN_58-766-06_%28cropped%29.jpg
HSS3,Modern History,فرانكلين روزفلت,1882-1945,شخصية سياسية أمريكية أنتخبرئيسا للوم أ لثلاث فترات متتالية من 1933*1945 حضر عدة مؤتمرات منها يالطاساهم في وضع الميثاق الأطلسي 14 أوت 1945 .,شخص سياس مريك أنتخبرئيسا وم أ ثلاث رات متتال من 1933*1945 حضر عد مؤتمر من يالطاسا في ضع ميثاق أطلس 14 وت 1945 .,https://upload.wikimedia.org/wikipedia/commons/4/42/FDR_1944_Color_Portrait.jpg
HSS3,Modern History,دوايت إيزنهاور,1969-1860,رجل سياسي و عسكري أمريكيورئيس اللوم أ بين 1953*1961 بعد ترومان. أول قائد لحلف الناتو في 1949وساهم في الحرب الكورية . وصاحب مشروعإيزنهاور 05 جانفي 1957 الذي ينص على مساعدات اقتصادية للشرق الأوسط .,رجل سياس و عسكر أمريكيورئيس لوم أ بين 1953*1961 بعد ترومان. أول قائد حلف ناتو في 1949وسا في حرب كور . صاحب مشروعإيزنهاور 05 جانف 1957 الذي نص على مساعد اقتصاد شرق أوسط .,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Dwight_D._Eisenhower%2C_official_photo_portrait%2C_May_29%2C_1959.jpg/1200px-Dwight_D._Eisenhower%2C_official_photo_portrait%2C_May_29%2C_1959.jpg
HSS3,Modern History,جورج مارشال,1880-1959 ,"رجل سياسي أمريكي و وزيرالخارجية الأمريكية, صاحب مشروع مارشال 5 جوان 1947 الذي ينص على تقديم مساعداتاقتصادية لأوروبا .","رجل سياس مريك و وزيرالخارجية الأمريكية, صاحب مشروع مارشال 5 جو 1947 الذي نص على قديم مساعداتاقتصادية أوروب .",https://cdn.britannica.com/43/185343-050-3D14AA5C/George-C-Marshall.jpg
HSS3,Modern History,رونالد ريغان,1911-2004,رجل سياسي و زعيم أمريكي رئيس اللوم أ بين1981*1989 صاحبمشروع حرب النجوم. تميزت فترة حكمه في الحرب الباردة بداية نهاية الصراع بينالمعسكرين.,رجل سياس و زعيم مريك رئيس لوم أ بين1981*1989 صاحبمشروع حرب نجوم. تميز تر حكم في حرب بارد دا نها صراع بينالمعسكرين.,https://www.whitehouse.gov/wp-content/uploads/2021/01/40_ronald_reagan.jpg
HSS3,Modern History,جورشبوش الأب,,رجل سياسيأمريكي و زعيم أمريكي رئيس اللوم أ 1989*1993 حضر مؤتمر مالطا مع غوربا تشوف عرفتفترة حكمه بتدخل اللوم أ في عدة مناطق لحرب الخليج الثانية 26 فيفري 1991 وصاحبفكرة النظام الدولي الجديد .,رجل سياسيأمريكي و زعيم مريك رئيس لوم أ 1989*1993 حضر مؤتمر مالط مع غورب شوف عرفتفتر حكم تدخل لوم أ في عد مناطق حرب خليج ثان 26 فري 1991 صاحبفكر نظام دول جديد .,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=3309804332425111
HSS3,Modern History,ريتشارد ينكسون,1994-1913,رجل سياسي أمريكي و رئيس اللوم أ من 1969*1974 وقع معالإتحاد السوفياتي اتفاقية سالت 1 ـ 1972 .,رجل سياس مريك و رئيس لوم أ من 1969*1974 قع معالإتحاد سوفيات اتفاق سال 1 ـ 1972 .,https://upload.wikimedia.org/wikipedia/commons/3/39/Richard_M._Nixon%2C_ca._1935_-_1982_-_NARA_-_530679.jpg
HSS3,Modern History,"كنيدي جون، ""فيتزجيرالد""", 1917-1963,رجل سياسي أمريكي ورئيس اللوم أ بين 1961*1963 وقع مع مع الإتحاد السوفياتي معاهدة خطر التجاربالنووية اغتيل بإطلاق النار في 22 نوفمبر 1963 .,رجل سياس مريك رئيس لوم أ بين 1961*1963 قع مع مع إتحاد سوفيات معاهد خطر التجاربالنووية غتيل إطلاق نار في 22 نوفمبر 1963 .,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=860542076116953
HSS3,Modern History, ماك ارتر دوغلاس,1880-1964,: جنرال أمريكي. قائد الجيش الأمريكي و الحلفاء في المحيط الهادي زمن الحرب ع 2  كما قاد القوات الأمريكية في كوريا 1950. هدد بقصف الصين بالقنبلة الذرية، فأقاله الرئيس ترومان 11 أفريل 1951.,: جنرال مريكي. قائد جيش أمريك و حلفاء في محيط هاد زم حرب ع 2 كما قاد قو أمريك في وريا 1950. هدد قصف صين قنبل ذرية، قال رئيس روم 11 ريل 1951.,https://cdn.britannica.com/35/2235-050-EB9BD73A/Douglas-MacArthur-1945.jpg
